geo	series	samn	donor_id	has_samn	has_donor	samn_is_cross	title	characteristics	molecule	instrument	data_processing	library_source	extract_protocol	scprob	lib_size_a3
GSM2138760	GSE80881	SAMN04875780	NA	TRUE	FALSE	TRUE	shRNA RNA-seq from K562 (ENCLB877HUQ)	antibody: Control,line: K562,biomaterial_type: immortalized cell line,description: RNA-seq on K562 cells treated with an Control shRNA against no target. (nontarget-LV08-2),biosample encode accession: ENCBS746YXR (SAMN04875780),age: 53 year,dev stage: adult,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS746YXR at ENCODE; https://www.encodeproject.org/ENCBS746YXR/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0004; http://web.expasy.org/cellosaurus/CVCL_0004	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/f7512bcd-eb7f-4b6e-89af-7890d50d8cc0/@@download/attachment/L-nontarget-LV08-2-1.pdf	0.0038367846966369384	19701959
GSM2071430	GSE78395	SAMN04284358	encdo336aaa	TRUE	TRUE	TRUE	small RNA-seq from fibroblast of arm (ENCLB513JYD)	cell_type: fibroblast of arm,biomaterial_type: primary cell,description: These are primary fibroblasts taken from the PGP1 donor from the Personal Genome Project (PGP).,biosample encode accession: ENCBS372AAA (SAMN04284358),age: 53 year,donor_id: ENCDO336AAA,dev stage: adult,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS372AAA at ENCODE; https://www.encodeproject.org/ENCBS372AAA/,link: Derived from ENCODE donor ENCDO336AAA; https://www.encodeproject.org/ENCDO336AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_F183; http://web.expasy.org/cellosaurus/CVCL_F183,link: Coriell sample source; http://www.ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=GM23248&PgId=166	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/230fd101-fd7e-4f19-9ff5-a54f28cd7ac6/@@download/attachment/LID290637.pdf	0.21435282607172998	4538161
GSM2072381	GSE78566	SAMN04284285	encdo064aaa	TRUE	TRUE	TRUE	total RNA-seq from frontal cortex (ENCLB181ZZZ)	tissue_type: frontal cortex,biomaterial_type: tissue,description: Human fetal frontal cortex,biosample encode accession: ENCBS053RNA (SAMN04284285),age: 20 week,donor_id: ENCDO064AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS053RNA at ENCODE; https://www.encodeproject.org/ENCBS053RNA/,link: Derived from ENCODE donor ENCDO064AAA; https://www.encodeproject.org/ENCDO064AAA/,link: data sheet; https://www.encodeproject.org/documents/5f39da43-7e91-4d4c-b555-5084ec0fe1ce/@@download/attachment/B608340.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244051-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/9a7743b2-1c9c-40da-92ac-e79a0e094d36/@@download/attachment/SID38147.pdf	0.014538385798810753	98991124
GSM2072510	GSE78632	SAMN04284255	NA	TRUE	FALSE	TRUE	polyA mRNA RNA-seq from SK-MEL-5 (ENCLB504WFG)	line: SK-MEL-5,biomaterial_type: immortalized cell line,description: An immortalized malignant melanoma cell line derived from a metastatic axillary node of a 24 year old female.,biosample encode accession: ENCBS029HXQ (SAMN04284255),age: 24 year,dev stage: adult,Sex: female,lab: Thomas Gingeras, CSHL,subcellular fraction term name: nucleus,link: ENCBS029HXQ at ENCODE; https://www.encodeproject.org/ENCBS029HXQ/,link: Derived from ENCODE donor ENCDO338AAA; https://www.encodeproject.org/ENCDO338AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_0527; http://web.expasy.org/cellosaurus/CVCL_0527,link: ATCC sample source; http://www.atcc.org/products/all/HTB-70.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/9846b3bb-3a2f-4922-9940-832b30007924/@@download/attachment/294191.pdf	0.06305605827774098	53233505
GSM5667423	GSE187121	SAMN22786159	encdo737wwc	TRUE	TRUE	TRUE	total RNA-seq from HFFc6 (ENCLB726FWA)	line: HFFc6,biomaterial_type: cell line,description: Clonal line 6 derived from hTert immortalized HFF parental line,biosample encode accession: ENCBS508JLR (SAMN22786159),Sex: male,dev stage: newborn,age: 0 year,donor_id: ENCDO737WWC,lab: Job Dekker, UMass,source: Job Dekker,health state: normal,passage number: 17,link: ENCBS508JLR at ENCODE; https://www.encodeproject.org/ENCBS508JLR/,link: Derived from ENCODE donor ENCDO737WWC; https://www.encodeproject.org/ENCDO737WWC/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Animal tissue kit (Norgen Biotek cat#: 25700),extraction protocol: https://www.encodeproject.org/documents/33482357-bcb8-43d0-ac76-d58ff785b710/@@download/attachment/Norgen_Animal-Tissue-RNA-Purification-Kit-Insert-PI25700-8-M14.pdf, general protocol: https://www.encodeproject.org/documents/01a7807d-0d18-4a4a-ac90-f4056a25a681/@@download/attachment/manualE7760_Directional_RNA_library_kit_October30_2018.pdf	0.002869820720610136	34180461
GSM2343105	GSE87963	SAMN04284360	encdo336aaa	TRUE	TRUE	TRUE	total RNA-seq from bipolar spindle neuron (ENCLB228SAY)	cell_type: bipolar spindle neuron,biomaterial_type: in vitro differentiated cells,description: These are bipolar neurons created from iPSC from the PGP1 donor from the Personal Genome Project (PGP).,biosample encode accession: ENCBS374AAA (SAMN04284360),age: 53 year,donor_id: ENCDO336AAA,dev stage: adult,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS374AAA at ENCODE; https://www.encodeproject.org/ENCBS374AAA/,link: Derived from ENCODE donor ENCDO336AAA; https://www.encodeproject.org/ENCDO336AAA/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Ambion mirVana,extraction protocol: https://www.encodeproject.org/documents/f0cc5a7f-96a5-4970-9f46-317cc8e2d6a4/@@download/attachment/cms_055423.pdf, extraction protocol: https://www.encodeproject.org/documents/428a184d-7fa1-4599-9d8d-749c2eba7edd/@@download/attachment/cms_055740.pdf, extraction protocol: https://www.encodeproject.org/documents/49fd5b3b-9878-4ec8-92bf-ef6dce9116e3/@@download/attachment/SMARTer%20Ultra%20Low%20RNA%20Kit%20for%20Illumina%20Sequencing%20User%20Manual%20%28PT5163-1%29_120213.pdf	0.07226802369396297	56752853
GSM2343694	GSE88266	SAMN05896890	NA	TRUE	FALSE	TRUE	shRNA RNA-seq from K562 (ENCLB844MEN)	antibody: Control,line: K562,biomaterial_type: immortalized cell line,description: RNA-seq on K562 cells treated with an shRNA knockdown against non-target. (NT_BGKLV36-2),biosample encode accession: ENCBS131LFM (SAMN05896890),age: 53 year,dev stage: adult,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS131LFM at ENCODE; https://www.encodeproject.org/ENCBS131LFM/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/94e83620-0317-48b8-8b85-b7f3c2b7c8a1/@@download/attachment/L-NT_BGKLV36-2.pdf	0.014209591318897145	25860931
GSM2071274	GSE78295	SAMN04284290	encdo064aaa	TRUE	TRUE	TRUE	small RNA-seq from metanephros (ENCLB225ZZZ)	tissue_type: metanephros,biomaterial_type: tissue,description: Human fetal kidney,biosample encode accession: ENCBS057RNA (SAMN04284290),age: 20 week,donor_id: ENCDO064AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS057RNA at ENCODE; https://www.encodeproject.org/ENCBS057RNA/,link: Derived from ENCODE donor ENCDO064AAA; https://www.encodeproject.org/ENCDO064AAA/,link: data sheet; https://www.encodeproject.org/documents/d270448e-4152-445b-84d2-40f7a1a084e0/@@download/attachment/A808166.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244142-10	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/4aa95294-870a-478d-98db-0751963232ee/@@download/attachment/SID38484.pdf	0.2973362861099455	21970058
GSM2071647	GSE78492	SAMN04284364	NA	TRUE	FALSE	TRUE	small RNA-seq from NCI-H460 (ENCLB389QYK)	line: NCI-H460,biomaterial_type: immortalized cell line,description: Epithelial-like large cell lung carcinoma immortalized cells from a 37 year old male.,biosample encode accession: ENCBS398KLJ (SAMN04284364),age: 37 year,dev stage: adult,Sex: male,lab: Thomas Gingeras, CSHL,subcellular fraction term name: cytosol,link: ENCBS398KLJ at ENCODE; https://www.encodeproject.org/ENCBS398KLJ/,link: Derived from ENCODE donor ENCDO337AAA; https://www.encodeproject.org/ENCDO337AAA/,link: ENCODE dbxrefs Cellosaurus CVCL_0459; http://web.expasy.org/cellosaurus/CVCL_0459,link: ATCC sample source; http://www.atcc.org/products/all/HTB-177.aspx	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/86e60b7f-312b-4b9b-9dff-f4702b039ab5/@@download/attachment/LID293585.pdf	0.10545159127431902	13253105
GSM2072377	GSE78564	SAMN04284278	encdo063aaa	TRUE	TRUE	TRUE	total RNA-seq from cerebellum (ENCLB177ZZZ)	tissue_type: cerebellum,biomaterial_type: tissue,description: Human fetal cerebellum,biosample encode accession: ENCBS049RNA (SAMN04284278),age: 37 week,donor_id: ENCDO063AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS049RNA at ENCODE; https://www.encodeproject.org/ENCBS049RNA/,link: Derived from ENCODE donor ENCDO063AAA; https://www.encodeproject.org/ENCDO063AAA/,link: data sheet; https://www.encodeproject.org/documents/d2c2d8b0-db55-4553-a89e-0919220ca2a1/@@download/attachment/B109018.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244039-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/7966a4d0-1651-469a-9217-50d8946218d8/@@download/attachment/SID38138.pdf	0.013381986311810864	43029953
GSM5378677	GSE177681	SAMN05897404	encdo000aad	TRUE	TRUE	TRUE	shRNA RNA-seq from K562 (ENCLB349BMJ)	line: K562,biomaterial_type: cell line,description: RNA-seq on K562 cells treated with an shRNA knockdown against non-target. (NT_BGKLV34-2),biosample encode accession: ENCBS645VVV (SAMN05897404),age: 53 year,dev stage: adult,donor_id: ENCDO000AAD,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS645VVV at ENCODE; https://www.encodeproject.org/ENCBS645VVV/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/9444d697-02d9-4e0e-b0c6-bd34e98e798d/@@download/attachment/L-NT-BGKLV34-2B.pdf	0.006730174115832025	24322804
GSM2072379	GSE78565	SAMN04284281	encdo064aaa	TRUE	TRUE	TRUE	total RNA-seq from diencephalon (ENCLB179ZZZ)	tissue_type: diencephalon,biomaterial_type: tissue,description: Human fetal diencephalon,biosample encode accession: ENCBS051RNA (SAMN04284281),age: 20 week,donor_id: ENCDO064AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS051RNA at ENCODE; https://www.encodeproject.org/ENCBS051RNA/,link: Derived from ENCODE donor ENCDO064AAA; https://www.encodeproject.org/ENCDO064AAA/,link: data sheet; https://www.encodeproject.org/documents/f691297b-e62e-4050-9334-a0c233f63a5b/@@download/attachment/B608418.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244049-10	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf,extraction method: see document,general protocol: https://www.encodeproject.org/documents/7e716ef6-cef4-4281-83b7-a2bc3dfa4e76/@@download/attachment/SID38144.pdf	0.017573256737205355	45692567
GSM2072611	GSE78683	SAMN04284360	encdo336aaa	TRUE	TRUE	TRUE	total RNA-seq from bipolar spindle neuron (ENCLB168YKQ)	cell_type: bipolar spindle neuron,biomaterial_type: in vitro differentiated cells,description: These are bipolar neurons created from iPSC from the PGP1 donor from the Personal Genome Project (PGP).,biosample encode accession: ENCBS374AAA (SAMN04284360),age: 53 year,donor_id: ENCDO336AAA,dev stage: adult,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS374AAA at ENCODE; https://www.encodeproject.org/ENCBS374AAA/,link: Derived from ENCODE donor ENCDO336AAA; https://www.encodeproject.org/ENCDO336AAA/	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/24b6f06a-e18d-4e05-acf5-c08d776daf8b/@@download/attachment/292527.pdf	0.020213036937870157	59065582
GSM2343776	GSE88318	SAMN05897573	encdo793lxb	TRUE	TRUE	TRUE	total RNA-seq from right lobe of liver (ENCLB381PQE)	tissue_type: right lobe of liver,biomaterial_type: tissue,description: Liver tissue from a 53 year old female received by the Gingeras lab to do RNA-Seq assay on from GTEx.,biosample encode accession: ENCBS796JPW (SAMN05897573),age: 53 year,dev stage: adult,donor_id: ENCDO793LXB,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS796JPW at ENCODE; https://www.encodeproject.org/ENCBS796JPW/,link: Derived from ENCODE donor ENCDO793LXB; https://www.encodeproject.org/ENCDO793LXB/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/5abfbc82-cc27-4781-83f4-4c975bd3b178/@@download/attachment/296325.pdf	0.008473945877212407	40208529
GSM2343926	GSE88404	SAMN05897186	encdo271ouw	TRUE	TRUE	TRUE	small RNA-seq from adrenal gland (ENCLB415HSX)	tissue_type: adrenal gland,biomaterial_type: tissue,description: Adrenal gland aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS423TBO (SAMN05897186),age: 51 year,dev stage: adult,donor_id: ENCDO271OUW,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS423TBO at ENCODE; https://www.encodeproject.org/ENCBS423TBO/,link: Derived from ENCODE donor ENCDO271OUW; https://www.encodeproject.org/ENCDO271OUW/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/d351b5e2-dc2d-4bb2-bdb9-b3c97270a8c6/@@download/attachment/LID296581.pdf	0	8982693
GSM5331386	GSE175339	SAMN18814276	NA	TRUE	FALSE	TRUE	total RNA-seq from foreskin keratinocyte (ENCLB807NTL)	cell_type: foreskin keratinocyte,biomaterial_type: primary cell,description: Primary foreskin keratinocyte cells from a newborn healthy male donor, differentiated in 2D culture, day 3.0,biosample encode accession: ENCBS299ONK (SAMN18814276),Sex: male,dev stage: newborn,age: 2-4 day,donor_id: ENCDO005EGE,lab: Paul Khavari, Stanford,source: Paul Khavari,treatments: treatment_term_id: CHEBI:86158; treatment_term_name: calcium; treatment_type: chemical; duration: 2.5; duration_units: day;,health state: Healthy,passage number: 2,link: ENCBS299ONK at ENCODE; https://www.encodeproject.org/ENCBS299ONK/,link: Derived from ENCODE donor ENCDO005EGE; https://www.encodeproject.org/ENCDO005EGE/	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	general protocol: https://www.encodeproject.org/documents/9021cb71-35b1-4a9a-9fcc-38c6df5e9fea/@@download/attachment/ggr.keratinocyte.snyder-lab.rna_assays.pdf,extraction method: Qiagen RNA extraction	0.0033868932559561905	68798248
GSM2072358	GSE78555	SAMN04284326	NA	TRUE	FALSE	TRUE	polyA mRNA RNA-seq from GM12878 (ENCLB045ZZZ)	line: GM12878,biomaterial_type: immortalized cell line,description: B-lymphocyte, lymphoblastoid, International HapMap Project - CEPH/Utah - European Caucasion, Epstein-Barr Virus,biosample encode accession: ENCBS089RNA (SAMN04284326),age: unknown,dev stage: adult,Sex: female,health state: unknown,lab: Ali Mortazavi, UCI,link: ENCBS089RNA at ENCODE; https://www.encodeproject.org/ENCBS089RNA/,link: Derived from ENCODE donor ENCDO000AAK; https://www.encodeproject.org/ENCDO000AAK/,link: growth protocol; https://www.encodeproject.org/documents/115993c6-3080-41bb-bb0f-93dec3200d3e/@@download/attachment/Growth_Protocol_for_GM12878_cells_used_for_the_RNA_evaluation.txt,link: ENCODE dbxrefs Cellosaurus CVCL_7526; http://web.expasy.org/cellosaurus/CVCL_7526,link: Coriell sample source; http://ccr.coriell.org/Sections/Search/Sample_Detail.aspx?Ref=GM12878&PgId=166	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Ambion mirVana,extraction protocol: https://www.encodeproject.org/documents/428a184d-7fa1-4599-9d8d-749c2eba7edd/@@download/attachment/cms_055740.pdf, extraction protocol: https://www.encodeproject.org/documents/f0cc5a7f-96a5-4970-9f46-317cc8e2d6a4/@@download/attachment/cms_055423.pdf, data sheet: https://www.encodeproject.org/documents/7ae25f97-ab0a-448b-b345-cfffd6368c90/@@download/attachment/AmbionMix1Concentrations.tsv, extraction protocol: https://www.encodeproject.org/documents/e84de88e-4c31-4b2a-b6ac-96feb764b2d0/@@download/attachment/dynabeads_mrna_purification_man.pdf, data sheet: https://www.encodeproject.org/documents/28fef8e0-e171-450d-b66d-e3d199531cf2/@@download/attachment/Ambion-ERCC-Mix1.pdf	0	75688898
GSM2138761	GSE80881	SAMN04875768	NA	TRUE	FALSE	TRUE	shRNA RNA-seq from K562 (ENCLB393HBX)	antibody: Control,line: K562,biomaterial_type: immortalized cell line,description: RNA-seq on K562 cells treated with an Control shRNA against no target. (Nontarget-LV08-1),biosample encode accession: ENCBS366CLP (SAMN04875768),age: 53 year,dev stage: adult,Sex: female,health state: chronic myelogenous leukemia (CML),lab: Brenton Graveley, UConn,link: ENCBS366CLP at ENCODE; https://www.encodeproject.org/ENCBS366CLP/,link: Derived from ENCODE donor ENCDO000AAD; https://www.encodeproject.org/ENCDO000AAD/,link: growth protocol; https://www.encodeproject.org/documents/24b67f9c-c791-4a2a-a33b-419794e4681a/@@download/attachment/Graveley-K562-growth-protocol.pdf,link: ENCODE dbxrefs Cellosaurus CVCL_0004; http://web.expasy.org/cellosaurus/CVCL_0004	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/296c2c90-2284-438f-9b96-e5b5b95cdce2/@@download/attachment/L-nontarget-LV08-2-2.pdf	0.002308918084669786	23070624
GSM2072492	GSE78623	SAMN04284498	encdo222aaa	TRUE	TRUE	TRUE	total RNA-seq from smooth muscle cell (ENCLB391HFM)	cell_type: smooth muscle cell,biomaterial_type: in vitro differentiated cells,description: Frozen or fixed, in vitro differentiated smooth muscle cells from ES WA09 (H9) by the SESCC for use by the ENCODE consortia,biosample encode accession: ENCBS899TTJ (SAMN04284498),age: 5 day,donor_id: ENCDO222AAA,dev stage: embryonic,Sex: female,health state: healthy,lab: Richard Myers, HAIB,link: ENCBS899TTJ at ENCODE; https://www.encodeproject.org/ENCBS899TTJ/,link: Derived from ENCODE donor ENCDO222AAA; https://www.encodeproject.org/ENCDO222AAA/,link: differentiation protocol; https://www.encodeproject.org/documents/c7707280-f681-4c88-9b16-9271082c8b32/@@download/attachment/SESCC_ENCODE_differentiation_SOPs_May30_2014.pdf	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/4d601bd2-03b4-42b3-be64-f80be3a0ca46/@@download/attachment/293972.pdf	0.07199966341016889	72752991
GSM2343530	GSE88171	SAMN05896901	encdo451rua	TRUE	TRUE	TRUE	total RNA-seq from stomach (ENCLB916YCI)	tissue_type: stomach,biomaterial_type: tissue,description: Stomach aliquot received by the Gingeras lab to conduct RNA-Seq assays on.,biosample encode accession: ENCBS141UOA (SAMN05896901),age: 54 year,dev stage: adult,donor_id: ENCDO451RUA,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS141UOA at ENCODE; https://www.encodeproject.org/ENCBS141UOA/,link: Derived from ENCODE donor ENCDO451RUA; https://www.encodeproject.org/ENCDO451RUA/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/80c4fbce-9b50-4837-8a5a-21fec76aa74f/@@download/attachment/296674.pdf	0.010785049022852192	45533365
GSM5375467	GSE177583	SAMN19596901	encdo000aac	TRUE	TRUE	TRUE	CRISPR RNA-seq from HepG2 (ENCLB865GAI)	antibody: EIF3H,line: HepG2,biomaterial_type: cell line,description: RNA-seq on HepG2 cells treated with a CRISPR gRNA against EIF3H. (EIF3H-BGHcLV05-15B),biosample encode accession: ENCBS443YFV (SAMN19596901),Sex: male,health state: hepatocellular carcinoma,dev stage: child,age: 15 year,donor_id: ENCDO000AAC,lab: Brenton Graveley, UConn,source: ATCC,link: ENCBS443YFV at ENCODE; https://www.encodeproject.org/ENCBS443YFV/,link: Derived from ENCODE donor ENCDO000AAC; https://www.encodeproject.org/ENCDO000AAC/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/4bd3dc94-f3df-406f-8b4e-1a33d828a101/@@download/attachment/L-EIF3H-BGHcLV05-15D.pdf	0.011506307358292053	61690856
GSM5378772	GSE177722	SAMN19596467	encdo000aac	TRUE	TRUE	TRUE	CRISPR RNA-seq from HepG2 (ENCLB644OBV)	antibody: AGGF1,line: HepG2,biomaterial_type: cell line,description: RNA-seq on HepG2 cells treated with a CRISPR gRNA against AGGF1. (AGGF1-BGHcLV05-6B),biosample encode accession: ENCBS010LBN (SAMN19596467),Sex: male,health state: hepatocellular carcinoma,dev stage: child,age: 15 year,donor_id: ENCDO000AAC,lab: Brenton Graveley, UConn,source: ATCC,link: ENCBS010LBN at ENCODE; https://www.encodeproject.org/ENCBS010LBN/,link: Derived from ENCODE donor ENCDO000AAC; https://www.encodeproject.org/ENCDO000AAC/	total RNA	Illumina NextSeq 500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/3450e2e2-ca23-4e20-9294-069f29c3b303/@@download/attachment/L-AGGF1-BGHcLV05-6D.pdf	0.007512393121208397	97872960
GSM2071355	GSE78347	SAMN04284357	encdo336aaa	TRUE	TRUE	TRUE	single cell RNA-seq from bipolar spindle neuron (ENCLB463KOX)	antibody: Control,cell_type: bipolar spindle neuron,biomaterial_type: in vitro differentiated cells,description: These are bipolar neurons created from iPSC from the PGP1 donor from the Personal Genome Project (PGP).,biosample encode accession: ENCBS369AAA (SAMN04284357),age: 53 year,donor_id: ENCDO336AAA,dev stage: adult,Sex: male,lab: Thomas Gingeras, CSHL,link: ENCBS369AAA at ENCODE; https://www.encodeproject.org/ENCBS369AAA/,link: Derived from ENCODE donor ENCDO336AAA; https://www.encodeproject.org/ENCDO336AAA/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Ambion mirVana,extraction protocol: https://www.encodeproject.org/documents/428a184d-7fa1-4599-9d8d-749c2eba7edd/@@download/attachment/cms_055740.pdf, extraction protocol: https://www.encodeproject.org/documents/f0cc5a7f-96a5-4970-9f46-317cc8e2d6a4/@@download/attachment/cms_055423.pdf, general protocol: https://www.encodeproject.org/documents/5f5193b0-0c61-40c6-a286-b1f6d6f0c0da/@@download/attachment/SmartSeqProtocol.pdf	0.7388486330161613	NA
GSM5369898	GSE176701	SAMN19596980	encdo000aac	TRUE	TRUE	TRUE	shRNA RNA-seq from HepG2 (ENCLB264DJX)	antibody: PRPF4,line: HepG2,biomaterial_type: cell line,description: RNA-seq on HepG2 cells treated with an shRNA knockdown against PRPF4. (PRPF4-BGHLV37-41B),biosample encode accession: ENCBS528KLM (SAMN19596980),Sex: male,health state: hepatocellular carcinoma,dev stage: child,age: 15 year,donor_id: ENCDO000AAC,lab: Brenton Graveley, UConn,source: ATCC,link: ENCBS528KLM at ENCODE; https://www.encodeproject.org/ENCBS528KLM/,link: Derived from ENCODE donor ENCDO000AAC; https://www.encodeproject.org/ENCDO000AAC/	total RNA	Illumina HiSeq 2500	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270),general protocol: https://www.encodeproject.org/documents/4f0ea94c-8580-4619-905a-e855b845c87d/@@download/attachment/L-PRPF4-BGHLV37-41B.pdf	0.010861805434087097	26890498
GSM2071281	GSE78299	SAMN04284301	encdo067aaa	TRUE	TRUE	TRUE	small RNA-seq from parietal lobe (ENCLB234ZZZ)	tissue_type: parietal lobe,biomaterial_type: tissue,description: Human fetal parietal lobe,biosample encode accession: ENCBS066RNA (SAMN04284301),age: 24 week,donor_id: ENCDO067AAA,dev stage: fetal,Sex: female,lab: Thomas Gingeras, CSHL,link: ENCBS066RNA at ENCODE; https://www.encodeproject.org/ENCBS066RNA/,link: Derived from ENCODE donor ENCDO067AAA; https://www.encodeproject.org/ENCDO067AAA/,link: data sheet; https://www.encodeproject.org/documents/ea24459f-213d-4f68-928f-65cd803fa0bb/@@download/attachment/B608333.pdf,link: BioChain sample source; http://www.biochain.com/index.php/catalogsearch/advanced/result/?catalog_number=R1244066-50	total RNA	Illumina HiSeq 2000	See GSM*_README.txt supplementary file linked below	transcriptomic	extraction method: see document,general protocol: https://www.encodeproject.org/documents/15a4bb0c-e4ad-47a4-8077-871c8f8c89f0/@@download/attachment/SID38463.pdf	0.4001807651187107	18031925
