cluster_id,kind,canonical_name,k,n_resolved,n_control_types,n_control_types_semantic,frac_degenerate,consistency_score,median_I2,pi_frac_excl0,dd_verdict,contrast_verdict,meta_analysis_valid,dd_reason
group_L4_f20ecdaa,disease_vs_normal,acute lymphoblastic leukemia,22,10,3,7,0,1,0,0.8333333333333334,multi_contrast,minestrone,FALSE,"Under canonical name 'acute lymphoblastic leukemia', only 'MSC from ALL patients => MSC from Healthy donors' plausibly relates to ALL; the rest share only a generic 'Healthy Control' label while covering Crohn's disease ('CD patient 1'), ALS ('Juvenile ALS Case'), HIV status ('LTNP P12 low viral load'), Multiple Sclerosis ('MS.NoTrt'), psoriatic arthritis, and X-linked adrenoleukodystrophy ('X-ALD macrophages')."
group_L4_f2e4b879,environmental,NA,38,57,13,11,0,0.9996844994194556,0.03155005805445333,0.4041095890410959,multi_contrast,minestrone,FALSE,"Nessun nome canonico e i contrasti spaziano da displasia broncopolmonare ('BPD, passage 6 => Control, passage 8'), fibrosi cistica vs normale, esposizione a PM2.5 combinata con virus influenzale H3N2 ('PM2.5 (12.5 µg/mL) + H3N2 (MOI=1) => serum-free medium'), senescenza cellulare, fumo di sigaretta/e-cig, fibrosi indotta da TGFB in coltura 3D e deprivazione di glutammina: assi di malattia ed esposizione multipli e non correlati."
group_L4_f477e6a4,cytokine_stim,TGFB1,7,8,2,1,0,0.6245541525249371,37.54458474750629,0.4073494917904613,multi_contrast,minestrone,FALSE,"Controls are uniformly vehicle/no-treatment, but treated arm mixes pure TGF-beta1 with confounded combinations 'HPMVEC TGF-beta+IL-1beta(+acetate)' and 'Saracatanib + TGFb', different experimental questions from isolated TGFB1 stimulation."
group_L4_f4b9f686,small_molecule,physostigmine,5,5,1,2,0,0.21439699233952292,78.5603007660477,0.3828049017700837,multi_contrast,minestrone,FALSE,"All 5 contrasts are actually bleomycin (not physostigmine - a labeling issue) but they mix a two-drug combo (""Bleomycin and PDKIN => Vehicle Control"", no PDKIN-only control), a genotype-confounded pair (""Bleomycin with transgene (additional) => Control without transgene""), and a distinct genetic background (""bleomycin (STING deficiency) => untreated"") without matched genotype controls."
group_L4_f6799506,small_molecule,5-fluorouracil,8,18,3,4,0,0.17048799762366318,82.95120023763369,0.1285623812539582,multi_contrast,minestrone,FALSE,"Il gruppo dominante (6x) 'Primary Colon Tumor - TRG4-5 => Treatment Naive' e' una stratificazione clinica per grado di regressione tumorale (non un confronto farmaco-vs-veicolo), il controllo 'HCT116 WT + total RNA' e' un riferimento tecnico non un vehicle, e i codici 'HH1_10uM' non sono identificati come 5-FU: assi sperimentali disomogenei oltre al vero 5-FU-vs-DMSO."
group_L4_f6d5d62c,genetic_knockdown,ovarian cancer,15,23,7,5,0,0.0987518646238853,90.12481353761147,0.11746680286006128,multi_contrast,minestrone,FALSE,"Canonical name is a disease category; pools unrelated genes (XPR1, YAP/TAZ, PAI-1/SERPINE1, L3), a CAG/CUG-repeat-targeting oligo series (siCAG/CUG, siMxy variants), miR-508-3p inhibitor contrasts, and a platelet-co-culture factorial ('PAI-1 siRNA + healthy donor platelets' vs 'SK-OV-3 adenocarcinoma untreated') - no shared target."
group_L4_f789d4d7,genetic_knockdown,TFAP2C,65,84,32,4,0,1,0,0.4235294117647059,multi_contrast,minestrone,FALSE,"Only the HCC1569/HCC1954 'TFAP2C siRNA' contrasts match the canonical gene; dozens of others knock down unrelated genes (HDAC1, HDAC7, CIP2A, hnRNP A1, RBCK1, TRIM8, RORC, SMURF1, AKTIP, lncRNA152/67) or apply non-knockdown perturbations ('MCF10A hRASV12', estrogen treatment vs 'MCF7 vehicle', palbociclib-resistance) under one anchor name."
group_L4_f8e64e35,environmental,colon cancer,35,44,13,10,0,0.941050644047052,5.8949355952947995,0.5267175572519084,multi_contrast,minestrone,FALSE,"Il trattato mescola linee di cancro colorettale sotto stress metabolico/farmaco ('HCT116 + DMSO', 'Glutamine-deficient HCT116', 'SW480 cystine-restriction'), colite ulcerosa/Crohn vs sano ('UC, No Treatment', 'Healthy, sigmoid colon'), sepsi ('Colon Sepsis => Colon Control') e persino una linea cervicale ('SiHa_pH7.4'): assi biologici del tutto diversi sotto lo stesso anchor 'colon cancer'."
group_L4_f97d823d,environmental,None,11,10,8,7,0,1,0,0.5778491171749599,multi_contrast,minestrone,FALSE,"Mescola artrite idiopatica giovanile attiva ('Active JIA on Treatment (Treated) => ... (Control)'), stimolazione antigenica di cellule T CD8+, sarcoma/ematuria vs controlli asintomatici, trattamento con oxLDL, knock-in di fattori di trascrizione RFP-JUN/TFAP4 stimolati, ed esposizione a particelle UHMWPE: nessun asse comune."
group_L4_fbaef709,small_molecule,vemurafenib,11,37,4,2,0.02702702702702703,1,0,0.631578947368421,one_contrast,coherent,FALSE,"Tutti i contrasti sono vemurafenib (o BRAFi) vs DMSO/vehicle/untreated in melanoma (A375, M14, M249, PDX), cardiomiociti (cardiotossicita' nota di vemurafenib) e biopsie pre/post-trattamento; nessun composto estraneo identificato, solo un pairing degenere ('Vemurafenib + EGF 8h => Vemurafenib + EGF 8h') e mismatch di clone/donatore come artefatti minori."
group_L4_fdd42642,disease_vs_normal,prostate cancer,174,93,15,4,0,0.9483698024728906,5.1630197527109365,0.26011560693641617,multi_contrast,minestrone,FALSE,"Mixes case_control_disease (27x 'Case Prostate Tissue => Non-Cancerous Prostate Tissue') with drug-vehicle axes ('Combo 24h/4h => DMSO 24h/4h') and genetic-perturbation axes ('LNCaP-EV2 (Empty Vector)', 'DU145 SPINK2 => DU145 control', 'LIN28A-TUT4-TUT7-KO' series) - unrelated experimental designs under one anchor."
group_L4_fdeba763,disease_vs_normal,systemic lupus erythematosus,36,49,6,16,0,0.4941114304658053,50.588856953419466,0.18210361067503925,multi_contrast,minestrone,FALSE,"Il cluster 'systemic lupus erythematosus' ha solo 1 contrasto di vero lupus ('Lupus Case 2 => Healthy Control'); il resto e' asma, cardiopatia coronarica, insufficienza cardiaca, adenoma/cancro colorettale, adenocarcinoma esofageo, meningioma, sclerosi sistemica cutanea (dcSSc/lcSSc) e diabete gestazionale ('GDM => NGT'): decine di malattie non correlate."
