cluster_id,study_id,caso,motivo
cgroup_L5_63e69fdc,GSE113524,C,"Un confronto ora ('Alzheimer's Disease (Patient1)'→'Healthy'), due nel riferimento (Patient1 e Patient2). Entrambe pulite: il nuovo perde un paziente, nessuna delle due assegnazioni e' sbagliata."
cgroup_L5_63e69fdc,GSE203206,C,"Tre confronti in entrambe, stesso controllo (Subject 4870), casi in parte diversi. Il nuovo dichiara in piu' la sede su entrambi i bracci ('Occipital Lobe'), il vecchio non la dichiarava su nessuno dei due: nessuna delle due e' contraddetta dall'etichetta."
cgroup_L5_63e69fdc,GSE95587,C,"Due confronti in entrambe; cambia l'identificativo del controllo ('Control (99-50)' ora, 'Control (Donor 10-94)' prima) e uno dei casi. Caso-controllo pulito in tutte e due le letture."
cgroup_L5_3f0cc1fe,GSE137344,A,"Uscito. Nel riferimento quattro confronti 'Ulcerative Colitis (Case)' → 'Healthy Control', senza difetto leggibile; ora non poolato. Perdita di potenza."
cgroup_L5_3f0cc1fe,GSE123141,B,"Nel riferimento c'erano due confronti e uno portava una terapia scritta sul solo braccio malato ('Ulcerative Colitis, Systemic Immunosuppression, Never Smoked' → 'Normal Control, Never Smoked'); ora resta il solo strato senza terapia. Il nuovo azzecca dove il vecchio sbagliava. Dichiaro la scelta: il critico A legge l'immunosoppressione come strato clinico obbligatorio, ma lo stesso studio possiede lo strato non immunosoppresso, quindi l'esposizione non e' obbligatoria e la lettura che non sovrastima il dato e' quella che la conta come perturbazione aggiunta."
cgroup_L5_3f0cc1fe,GSE224758,B,"ENTRATO: 'Active Ulcerative Colitis (no treatment)' → 'Healthy Control', con l'assenza di terapia dichiarata sul braccio malato."
cgroup_L5_3f0cc1fe,GSE83687,B,"ENTRATO: tre confronti appaiati per SEDE ('Ulcerative Colitis left colon'→'Control left colon', '... right colon'→'Control right colon'). Guadagno con l'anatomia allineata."
cgroup_L5_3f0cc1fe,GSE112057,C,"Due confronti in entrambe; il riferimento diceva 'Ulcerative Colitis (Female)' → 'Healthy Control', ora 'Ulcerative Colitis (Female, White)' → 'Control'. Stesso contrasto."
cgroup_L5_3f0cc1fe,GSE243625,C,Due confronti in entrambe con le stesse etichette a meno della parentesi '(unclear perturbation)' che il riferimento aggiungeva al braccio attivo.
cgroup_L5_3a625868,GSE186402,A,"Uscito. Nel riferimento 'SK-BR-3 Trastuzumab' → 'SK-BR-3', stessa linea sui due bracci; ora non poolato. Perdita di potenza in un gruppo di quattro studi."
cgroup_L5_3a625868,GSE121105,B,"ENTRATO: 'BT474 trastuzumab' → 'BT474 no treatment', appaiato sulla stessa linea."
cgroup_L5_3a625868,GSE217421,C,"Due confronti ora contro uno nel riferimento, che marcava '(donor 1)' sul solo trattato mentre il controllo era comunque generico. Nessuna delle due etichette dichiara un donatore diverso fra i bracci."
cgroup_L5_3a625868,GSE158969,C,Stesso contrasto con altra grafia ('BT-474 Herceptin'→'BT-474 untreated' contro 'BT-474 Herceptin treated'→'BT-474 untreated (control)').
cgroup_L5_3a625868,GSE244533,C,Stesso contrasto con altra grafia ('SKBR3 trastuzumab'→'SKBR3 untreated' contro 'Trastuzumab-treated SKBR3 (2)'→'Untreated SKBR3').
cgroup_L5_d631ee89,GSE110041,B,"ENTRATO: nel riferimento non era poolato, ora porta tre confronti di IL-3 vera appaiati per tempo ('IL3 6h'→'Untreated 6h', 'IL3 24h'→'Untreated 24h'). Il nuovo recupera l'entita' giusta e riduce il peso relativo dell'intruso."
cgroup_L5_d631ee89,GSE93620,C,Presente in entrambe le esecuzioni con lo stesso difetto ('A. ceylanicum iL3 larvae' contro 'untreated'). L'ambiguita' e' nell'etichetta sorgente e inganna allo stesso modo le due catene.
cgroup_L5_d631ee89,GSE159782,C,"Due confronti in entrambe; le etichette nuove sono piu' ricche ma il contrasto e l'appaiamento per soggetto sono identici al riferimento ('Subject 1, IL-3 4h'→'Subject 1, Untreated')."
cgroup_L5_d631ee89,GSE89442,C,"Un confronto in entrambe. Il riferimento appaiava esplicitamente il donatore ('pDC donor 1 IL-3'→'pDC donor 1 unstimulated'), ora l'etichetta e' generica ma non dichiara donatori diversi: l'etichetta non decide."
cgroup_L5_3a58e5f5,GSE213691,A,"Nel riferimento lo studio portava un solo confronto, pulito ('PGE2' → 'Vehicle control 2'); il nuovo ne aggiunge uno con il co-trattamento nel solo trattato. Il nuovo sbaglia dove il vecchio azzeccava."
cgroup_L5_3a58e5f5,GSE229398,A,"Uscito. 'PGE2-treated Hematopoietic stem and progenitor cells' → 'DMSO-treated Hematopoietic stem and progenitor cells', stesso materiale sui due bracci; ora non poolato. Perdita di potenza."
cgroup_L5_3a58e5f5,GSE99392,B,"ENTRATO: 'PGE2 24h' → 'DMSO 24h', appaiato per tempo e veicolo."
cgroup_L5_2248a891,GSE129153,A,"Uscito. 'forskolin-treated' → 'untreated control', nessun difetto leggibile; ora non poolato. Perdita di potenza in un gruppo di tre studi."
cgroup_L5_2248a891,GSE223514,B,"ENTRATO: 'SLC25A1 KO + Forskolin' → 'SLC25A1 KO + DMSO', knockout su entrambi i bracci. Guadagno pulito e appaiato entro genotipo."
cgroup_L5_2248a891,GSE202436,C,"Otto confronti in entrambe le esecuzioni con lo stesso appaiamento per tempo; il riferimento scriveva il lato del polmone su ENTRAMBI i bracci, il nuovo lo omette su entrambi. Nessuno dei due contraddice l'appaiamento; il riferimento e' solo piu' leggibile."
cgroup_L5_fd0c6a79,GSE146096,A,"Uscito. Nel riferimento quattro confronti 'Regorafenib 1uM' → 'Vehicle Control', etichetta che nomina regorafenib e assegnazione corretta; ora lo studio sta sotto CHEBI:49603 e CHEBI:50924 e il gruppo scende a tre studi. Come per lo stesso studio nel gruppo del crizotinib, dichiaro che il caso A si fonda sulla perdita di confronti puliti, non sulla prova di dove sia finito quel braccio: le etichette attuali non sono mostrate."
cgroup_L5_fd0c6a79,GSE186341,C,"Quattro confronti ora, sei nel riferimento, con la linea appaiata in entrambe ('HF2597_Regorafenib_0.31_uM_24h'→'HF2597_DMSO_24h' prima, 'HF2597 Regorafenib'→'HF2597 DMSO' ora). Il nuovo copre meno linee ma non introduce difetti."
cgroup_L5_fd0c6a79,GSE217421,C,"Un confronto ora, due nel riferimento, con la stessa asimmetria di etichetta (donatore nominato solo nel trattato, controllo sempre generico). Nessuna differenza di qualita' leggibile."
cgroup_L5_fd0c6a79,GSE234647,C,"Un confronto ora ('SNU449 Wild-Type Regorafenib'→'SNU449 Wild-Type Naive'), due nel riferimento, dove c'era anche 'Axl KO Regorafenib'→'Axl KO Naive', anch'esso appaiato entro knockout. Il nuovo perde uno strato genetico senza introdurre difetti."
cgroup_L5_3973fe03,GSE142706,A,"ENTRATO: nel riferimento non era poolato in nessuna meta-analisi, ora entra con un confronto a linee non appaiate ('LNas1 + IL-1 alpha' → 'LNCaP untreated'). L'entita' e' quella giusta, ma l'etichetta DECIDE che i bracci sono linee diverse: il nuovo porta dentro un difetto che prima non c'era."
cgroup_L5_3973fe03,GSE214475,A,"Uscito. Nel riferimento 'CD4+ T-cell, IL1A' → 'CD4+ T-cell, vehicle': entita' giusta, materiale identico sui due bracci, nessun difetto leggibile. Il nuovo perde l'unico confronto che nominava IL1A senza ambiguita'."
cgroup_L5_3973fe03,GSE155141,B,"Uscito da qui e finito in HGNC:5992 (IL1B). Nel riferimento stava sotto IL1A con 'Non-lesional human skin, IL-1β stimulated' → '..., no treatment', cioe' un confronto di IL-1BETA sotto l'entita' IL-1 alfa. Il nuovo lo sposta nel gruppo della citochina che l'etichetta nomina."
cgroup_L5_3973fe03,GSE205853,C,Due confronti in entrambe le esecuzioni con le stesse etichette: il difetto — citochina sbagliata e due agenti insieme — e' identico nelle due letture.
cgroup_L5_3973fe03,GSE181229,C,"Un confronto in entrambe, stessa sostanza con etichetta abbreviata ('MDA-PCa-2b + IL-1 alpha (3 days)' contro '... (25 ng/ml) for 3 days'), controllo identico."
cgroup_L5_f51ff620,GSE152004,A,"Nel riferimento lo studio portava un solo confronto, pulito ('Asthmatic pooled' → 'Healthy control'); il nuovo ne aggiunge uno che dichiara una perturbazione a piccola molecola sul solo braccio malato. Il nuovo sbaglia dove il vecchio azzeccava."
cgroup_L5_f51ff620,GSE240567,A,"Uscito. Nel riferimento cinque confronti caso-controllo ('Asthmatic (Age 43, F, Nigeria)', '(Age 55, F, Brazil)', ecc.) contro l'unico 'Control (Age 15, M)': in un caso-controllo i soggetti diversi sono il disegno (regola 3), quindi nessun difetto e' leggibile e l'uscita e' perdita di potenza. Riserva dichiarata: tutti i casi contro un solo controllo e' un appaiamento debole, ma debole non e' difettoso."
cgroup_L5_f51ff620,GSE109313,C,"Due confronti in entrambe le esecuzioni; ora il controllo nasale nomina l'individuo ('Normal Nasal Epithelium Indiv 1'), prima era generico. Il materiale resta appaiato in tutte e due."
cgroup_L5_9de3f0ea,GSE255071,C,"Un confronto in entrambe. Ora lo stato HIV e' dichiarato su entrambi i bracci, nel riferimento su nessuno dei due ('TB Positive' → 'TB Negative'): il riferimento non contraddiceva l'appaiamento, il nuovo e' solo piu' esplicito."
cgroup_L5_9de3f0ea,GSE255073,C,"Un confronto ora, tre nel riferimento, dove due avevano il trattato senza stato HIV dichiarato — asimmetria di etichetta, non difetto provabile. Il nuovo tiene il solo confronto esplicitamente appaiato ma perde due strati: entrambe difendibili."
cgroup_L5_9de3f0ea,GSE255074,C,"Due confronti ora, tre nel riferimento; il terzo era 'TB Positive, HIV Positive' → 'TB Negative, HIV Positive', anch'esso appaiato per stato HIV e quindi pulito. Il nuovo perde lo strato HIV-positivo senza introdurre difetti."
cgroup_L5_8a54ddd6,GSE128728,C,"Riferimento 'Doxorubicin-treated Spleen' contro 'Vehicle-treated Spleen'; ora '(Spleen, Case)' contro '(Spleen, Model)'. Stesso gruppo, stessa entita', stesso verso: cambia solo un token di classe il cui significato l'etichetta non fissa. Il vecchio era leggibile-pulito, il nuovo e' illeggibile, ma nulla prova che l'assegnazione sia cambiata."
cgroup_L5_8a54ddd6,GSE226115,C,"ENTRATO. Il contrasto 'doxorubicin' contro 'saline' e' sull'entita' del gruppo e leggibile; il secondo braccio porta '(total RNA)' contro lo stesso controllo, e l'etichetta non dice se quel token distingua davvero la preparazione. Ingresso difendibile, con un residuo non decidibile."
cgroup_L5_8a54ddd6,GSE217423,C,"Screening di cardiotossicita' multi-farmaco: nel riferimento lo studio stava sotto dodici chiavi diverse (vemurafenib, epirubicina, nilotinib, ciclosporina, imatinib, rituximab, sorafenib, isoproterenolo, estradiolo, daunorubicina, sunitinib), ora entra qui col braccio 'Cardiac myocytes treated with Doxorubicin' contro '... DMSO'. Le due esecuzioni estraggono bracci diversi dello stesso screening e ciascuna li mette sull'entita' giusta."
cgroup_L5_8a54ddd6,GSE55727,B,"ENTRATO con 'GM00011 doxorubicin' contro 'GM00011 vehicle': stessa linea sui due bracci, veicolo come controllo. Il run nuovo recupera un membro legittimo che il vecchio non poolava."
cgroup_L5_8a54ddd6,GSE60340,B,"ENTRATO con 'Adriamycin treated (senescent)' contro 'Untreated control': adriamicina e doxorubicina sono la stessa molecola, il controllo e' non trattato. Inclusione corretta."
cgroup_L5_8a54ddd6,GSE145141,A,"USCITO. Nel riferimento 'MDA-MB-231 Doxorubicin + ZMYND8 Overexpression (48h)' contro 'MDA-MB-231 ZMYND8 Overexpression': la sovraespressione sta su entrambi i bracci e la doxorubicina resta isolata, membro pulito. Ora non e' poolato: perdita per omissione."
cgroup_L5_8a54ddd6,GSE157069,A,"USCITO e riassegnato a CHEBI:27899 e CHEBI:29699. L'unica etichetta disponibile, 'MDA-MB-231 (transgene stable) + doxorubicin' contro '... + control', e' doxorubicina su fondo costante: apparteneva a questo gruppo."
cgroup_L5_8a54ddd6,GSE222221,A,"USCITO. Nel riferimento 'Adriamycin-treated' contro 'Control (no treatment)', contrasto pulito sull'entita': ora non e' poolato."
cgroup_L5_8a54ddd6,GSE124622,C,"Riferimento 'Adriamycin-treated Podocytes' contro 'Untreated Podocytes'; ora 'Adriamycin-treated (replicate)' contro 'Control'. Stesso contrasto, si perde il tipo cellulare nel testo."
cgroup_L5_8a54ddd6,GSE137056,C,Il riferimento aveva la sola dose '0.4 µM'; ora si aggiunge 'Doxorubicin (High)' contro lo stesso 'Control (No Treatment)'. Entrambi i confronti nuovi sono appaiati: guadagno di bracci.
cgroup_L5_8a54ddd6,GSE139862,C,"Stesso contrasto con passaggio appaiato in entrambe ('PAEC, passage 3' su tutti e due i bracci); si perdono dose e tempo nel testo."
cgroup_L5_8a54ddd6,GSE196724,C,"Donatore e vaso appaiati in entrambe; cambia solo il tipo di controllo scritto ('Vehicle Control' contro 'No Treatment'), che ricade nella stessa classe di controllo del gruppo."
cgroup_L5_8a54ddd6,GSE197243,C,Il riferimento aveva il solo fondo TRPM2 knockout; ora c'e' anche il parentale. In entrambi i confronti nuovi il genotipo e' costante sui due bracci.
cgroup_L5_8a54ddd6,GSE217898,C,"Tempo appaiato in entrambe le esecuzioni (24h contro 24h, 72h contro 72h); cambia solo la forma dell'etichetta."
cgroup_L5_2ec87595,GSE102677,C,Il difetto della combinazione c'e' in ENTRAMBE le esecuzioni ('PBMC + Metformin + MtbLysate' contro un controllo non stimolato); cambia solo l'indicazione del donatore sul controllo. Nessuna delle due e' migliore.
cgroup_L5_2ec87595,GSE146982,B,"ENTRATO con 'A549 Vector Control Metformin' contro 'A549 Vector Control': il vettore e' su entrambi i bracci, la metformina resta isolata."
cgroup_L5_2ec87595,GSE196343,B,"ENTRATO con 'Metformin-treated C4-2 cells (replicates)' contro 'PBS-treated C4-2 cells (replicates)': stessa linea, controllo veicolo."
cgroup_L5_2ec87595,GSE247159,C,"Il riferimento aveva due coppie appaiate (linea cellulare e coltura primaria), ora resta solo quella su coltura primaria, comunque appaiata: differenza di copertura."
cgroup_L5_2ec87595,GSE133087,C,"USCITO, ma l'etichetta del riferimento non decide: il controllo 'hPSCs, pancreas, Pancreatic Beta-like cells, Untreated' porta un termine in piu' del trattato 'hPSCs, Pancreatic Beta-like cells, Metformin'. Non e' leggibile se i due bracci fossero lo stesso materiale."
cgroup_L5_c054e202,GSE184427,A,"Il vecchio appaiava lo stesso PDX sui due bracci ('LuCaP 78' contro 'LuCaP 78'), il nuovo mette 'LuCaP 147' contro 'LuCaP 73'. Il run nuovo sbaglia dove il vecchio azzeccava."
cgroup_L5_c054e202,GSE102674,C,"Riferimento un confronto ('rapamycin' contro '-vehicle'), ora due bracci replicati contro lo stesso 'Vehicle Control'. Stesso contrasto."
cgroup_L5_c054e202,GSE193398,C,"Il riferimento aveva due dosi contro lo stesso 'Untreated', ora resta la sola dose 1uM: entrambi i confronti erano puliti, differenza di copertura."
cgroup_L5_c054e202,GSE225683,B,"ENTRATO con 'Rapamycin' contro 'Control': contrasto leggibile sull'entita' del gruppo, prima non poolato."
cgroup_L5_c054e202,GSE246886,C,Stesso contrasto ('MCF7 + Rapamycin' contro 'MCF7 + Vehicle (DMSO)'); cambia solo l'aggiunta di '(duplicate)'.
cgroup_L5_bd19fe42,GSE164359,C,"Il riferimento aveva tre confronti (incluso 'Recurrent Hepatocellular Carcinoma'), ora due: tutti HCC contro fegato adiacente. Differenza di copertura."
cgroup_L5_bd19fe42,GSE77509,C,"Riferimento 'PVTT #3' e 'PVTT #8' contro 'Adjacent Normal #3'; ora 'PVTT #6', 'PVTT #14' e 'Primary Tumor #17' contro lo stesso controllo. In entrambe si confrontano gruppi di campioni tumorali contro lo stesso gruppo di adiacenti normali: le etichette, essendo rappresentanti di gruppi, non bastano per stabilire quale selezione sia la giusta."
cgroup_L5_bd19fe42,GSE216613,A,"USCITO. Nel riferimento 'Hepatocellular Carcinoma' contro 'Normal Adjacent Liver Tissue', contrasto centrale per l'entita': perdita per omissione."
cgroup_L5_bd19fe42,GSE263134,A,"USCITO. Nel riferimento 'HCC (HCC patient 1)' contro 'Adjacent normal tissue (HCC patient 1)': appaiamento DENTRO lo stesso paziente, il migliore possibile per questo disegno."
cgroup_L5_bd19fe42,GSE73708,A,USCITO. Nel riferimento 'Hepatocellular Cancer (Donor 9128)' contro 'Normal Liver (Donor 9128)': stesso donatore sui due bracci.
cgroup_L5_1bbf4b9b,GSE172032,C,"Riferimento 'Gastric cancer tissue' contro 'Matched adjacent normal tissue'; ora le stesse due schiere di tre campioni con i codici dei rappresentanti ('donor 6' contro 'donor 1'). L'assegnazione e' la stessa, cambia solo il dettaglio stampato: l'etichetta non permette di dire che una delle due sia sbagliata."
cgroup_L5_1bbf4b9b,GSE184336,A,"USCITO. Nel riferimento 'Gastric Cancer Tissue (Stage IIA)' contro 'Normal Gastric Tissue (Stage IIA)', bracci appaiati anche per stadio: perdita per omissione."
cgroup_L5_f956ef98,GSE160981,C,"Il riferimento estraeva il braccio dei progenitori neurali, il nuovo estrae endoderma e mesoderma; in entrambe il foglietto germinativo e' appaiato sui due bracci."
cgroup_L5_f956ef98,GSE217334,C,"Riferimento cinque finestre temporali con dose esplicita, ora quattro senza dose nel testo: in entrambe i tempi sono appaiati DMSO/TCDD. Differenza di copertura."
cgroup_L5_f956ef98,GSE226045,A,"USCITO. Nel riferimento 'Primary keratinocytes treated with TCDD for 24 hours' contro '... DMSO for 24 hours': stesso materiale, stesso tempo, veicolo come controllo. Perdita per omissione di un membro perfettamente appaiato."
cgroup_L5_f832048f,GSE225846,A,Nel riferimento i bracci erano nominati per esteso e appaiati per stadio ('Transitional_Breast_Cancer_Kenyan_Stage_3' contro 'Normal_Kenyan_Stage_3'); ora il controllo di una delle due coppie e' 'unclear'. Il run nuovo poola contro un braccio la cui condizione e' dichiarata ignota: qui il vecchio azzeccava.
cgroup_L5_f832048f,GSE117970,C,"Entrambe le esecuzioni appaiano per tipo cellulare (monociti con monociti, TAM con TAM); il difetto di compartimento e' pre-esistente e identico nelle due."
cgroup_L5_f832048f,GSE183947,C,Stesso contrasto 'Breast Tumor' contro 'Normal Breast Tissue'; nel riferimento il controllo specificava il donatore.
cgroup_L5_f832048f,GSE210787,C,"Il riferimento aveva un confronto, ora due stratificati per eta' contro lo stesso 'Normal Tissue': in un caso-controllo i soggetti diversi sono il disegno."
cgroup_L5_f832048f,GSE157086,A,"USCITO. Nel riferimento 'Breast Cancer' contro 'Healthy Control', caso-controllo leggibile: perdita per omissione."
cgroup_L5_862cd9b9,GSE237177,C,"Nel riferimento la stessa coppia era 'CFPAC1 treated with SCH772984 1uM x8weeks' contro 'CFPAC1 treated with DMSO', con la durata del veicolo non stampata: il controllo di fondo e' plausibilmente lo stesso. Il run nuovo aggiunge quattro coppie ben appaiate a una settimana e rende leggibile un disallineamento che c'era gia'; nessuna delle due assegnazioni e' migliore dell'altra."
cgroup_L5_862cd9b9,GSE252002,C,"Il riferimento aveva la sola coppia ASPC1, ora c'e' anche PANC1: entrambe appaiate per linea contro il proprio DMSO."
cgroup_L5_5b9a08fb,GSE163377,C,"Il riferimento aveva il solo confronto a 10h, ora ci sono anche le 20h; entrambi appaiati per tempo. Differenza di copertura."
cgroup_L5_5b9a08fb,GSE183062,B,"ENTRATO con 'B-ALL cell line, >96% European, Methotrexate' contro '... no treatment': stessa linea e stessa annotazione sui due bracci."
cgroup_L5_5b9a08fb,GSE225731,C,Stesso contrasto in entrambe ('RA MTX' contro 'RA untreated'): cambia solo la grafia.
cgroup_L5_5b9a08fb,GSE199800,A,"USCITO verso sei altre entita'. L'etichetta del riferimento, 'DU145_Methotrexate_0.01_24h' contro 'DU145_UNTREATED', e' un contrasto di metotressato appaiato per linea: quel braccio apparteneva a questo gruppo."
cgroup_L5_05322ba1,GSE193897,C,"Riferimento otto confronti, ora sette (manca la dose 500nM); in entrambe ogni braccio trattato e' appaiato al controllo della PROPRIA linea. Differenza di copertura."
cgroup_L5_05322ba1,GSE252740,C,"Il riferimento aveva due coppie appaiate per fondo genetico, ora resta solo quella su transgene stabile, comunque appaiata."
cgroup_L5_2d53def6,GSE120904,C,"Il confronto combinato 'IL21 and CP' contro veicolo c'e' in ENTRAMBE le esecuzioni (nel riferimento tre volte, con le varianti 'alternative'); il difetto e' pre-esistente."
cgroup_L5_2d53def6,GSE126409,C,"Il riferimento aveva nove confronti stratificati in celiaci e sani, con controlli non dichiarati a tempo zero; ora restano tre confronti dei soli sani contro un veicolo dichiarato 'time zero'. Verosimilmente sono gli stessi campioni di controllo con un'etichetta piu' esplicita: l'etichetta non permette di dire che una delle due assegnazioni sia sbagliata, ma il nuovo rende leggibile il disallineamento."
cgroup_L5_2d53def6,GSE198963,C,"In entrambe eta', sesso e fondo genetico sono appaiati fra i bracci: sono soggetti diversi dello stesso studio, entrambe difendibili."
cgroup_L5_96c9f7bf,GSE134497,C,"Riferimento 'Bipolar Disorder - Differentiation' contro 'Healthy Control - Differentiation' (qualificatore su entrambi i bracci); ora 'Bipolar Disorder' contro 'Healthy Control'. Stesso contrasto; il nuovo perde l'informazione sul materiale, il vecchio non la chiarisce."
cgroup_L5_96c9f7bf,GSE78936,C,"Le stesse quattro coppie appaiate per regione in entrambe le esecuzioni; cambia solo la forma dell'etichetta, incluso il token 'Vehicle' sul controllo, presente in tutte e due."
cgroup_L5_96c9f7bf,GSE80655,C,"Nel riferimento i confronti erano fra singoli soggetti con eta' diverse ('DLPFC_Age40' contro 'DLPFC_Age65'), con una sola coppia di eta' coincidente; ora sono confronti di gruppo appaiati per regione. In un caso-controllo entrambe le forme sono legittime, ma il nuovo introduce quattro confronti DLPFC con etichette identiche sugli stessi controlli: l'etichetta non basta per scegliere."
cgroup_L5_96c9f7bf,GSE234795,A,"USCITO. Nel riferimento 'Bipolar Disorder Case Pool' contro 'Healthy Control', caso-controllo leggibile: perdita per omissione, il gruppo scende da 4 a 3 studi."
cgroup_L5_f9cc41b3,GSE183487,C,Le stesse due coppie appaiate per linea in entrambe le esecuzioni; cambia solo il separatore nell'etichetta.
cgroup_L5_f9cc41b3,GSE186709,C,"Stesso contrasto: il nuovo esplicita linea derivata da PDX e midollo osseo su ENTRAMBI i bracci, il riferimento scriveva 'AML PDX Case'. Entrambe appaiate."
cgroup_L5_b6b8bc00,GSE110397,B,"ENTRATO: nel riferimento non era poolato in nessuna meta-analisi, ora porta 'A549 Palbociclib' vs 'A549 Vehicle', appaiato sulla stessa linea."
cgroup_L5_b6b8bc00,GSE113922,B,"Il riferimento poolava il solo donatore 1013; ora entrambi i donatori, ciascuno contro il PROPRIO veicolo ('donor 226 ... palbociclib' vs 'donor 226 ... vehicle control'). Nessun incrocio fra donatori: potenza in piu' senza difetti in piu'."
cgroup_L5_b6b8bc00,GSE133567,C,"Il difetto e' identico nelle due esecuzioni ('CHL1AR991 palbociclib 2' vs 'CHL1 no treatment' prima, senza il '2' ora) e in entrambe lo studio ha come unico controllo 'CHL1 no treatment'. Cambia solo un indice di replica: nessuna delle due assegnazioni e' migliore."
cgroup_L5_b6b8bc00,GSE145316,C,"'MCF7_Palbociclib' vs 'MCF7_DMSO' contro 'MCF7 WT + Palbociclib' vs 'MCF7 WT + DMSO': due scritture della stessa coppia, entrambe appaiate."
cgroup_L5_b6b8bc00,GSE148342,C,'Palbociclib (7 uM)' vs 'Control (no treatment)' contro 'Palbociclib 7 uM' vs 'Control': sola differenza di formattazione.
cgroup_L5_b6b8bc00,GSE155001,B,"Il riferimento poolava il solo braccio shHDAC5; ora entra anche 'shNC + Palbociclib (rep2)' vs 'shNC + DMSO', appaiato sullo stesso sfondo genetico. Un contrasto in piu', nessun difetto in piu'."
cgroup_L5_b6b8bc00,GSE195568,A,"Il riferimento aveva due confronti appaiati per linea (NCI-H2452 e NCI-H28, dose e tempo dichiarati su entrambi i bracci); ora resta il solo NCI-H28. Verificato nel registro degli scarti: 'grp_NCIH2452_palbociclib' cade per n_min con n_treated=1. La perdita e' meccanica ma reale: il vecchio azzeccava su piu' materiale."
cgroup_L5_b6b8bc00,GSE206257,C,'Wild-type GIST430/654 cells treated with palbociclib' vs '... treated with DMSO' e 'GIST430/654 WT + palbociclib' vs 'GIST430/654 WT + DMSO' sono la stessa coppia riscritta.
cgroup_L5_b6b8bc00,GSE234514,B,"Verificato sul dispatch del riferimento: li' c'erano DUE righe 'MCF-7 PR Palbociclib' vs 'MCF-7 WT Vehicle', cioe' linea resistente trattata contro parentale veicolo — difetto leggibile. Ora e' 'MCF-7 PR Palbociclib' vs 'MCF-7 PR Vehicle': il run nuovo corregge un difetto vero del vecchio."
cgroup_L5_b6b8bc00,GSE241943,B,"ENTRATO: prima non poolato, ora 'Palbociclib 25mg/kg' vs 'Vehicle', appaiato per quanto l'etichetta mostra."
cgroup_L5_b6b8bc00,GSE197602,A,"USCITO: nel riferimento portava 'SUM159 cells treated with Palbociclib' vs 'Untreated SUM159 cells', appaiato sulla stessa linea; ora lo studio ha 5 gruppi tutti scartati per n_min. Il nuovo perde un contrasto corretto."
cgroup_L5_b6b8bc00,GSE235401,A,"USCITO: nel riferimento 'SNU-1 Palbociclib' vs 'SNU-1 none (control)', appaiato; ora 4 gruppi tutti scartati per n_min."
cgroup_L5_601ede7b,GSE153183,C,'PC9 cells treated with Osimertinib' vs 'PC9 cells treated with DMSO' contro 'PC9 + Osimertinib' vs 'PC9 + DMSO': stessa coppia riscritta.
cgroup_L5_601ede7b,GSE186341,C,"Sette confronti in entrambe le esecuzioni, su sottoinsiemi diversi delle linee dello screening; in tutte e due ogni riga appaia la linea con se stessa e i controlli sono disgiunti fra le righe. Quale sottoinsieme venga poolato e' arbitrario e l'etichetta non permette di preferirne uno."
cgroup_L5_601ede7b,GSE211854,B,"Il riferimento poolava 'NSCLC_cIGF1R_Osimertinib_500nM_8days' vs 'NSCLC_DMSO+EV_8days', dove cambiano DUE cose (farmaco e costrutto cIGF1R contro vettore vuoto): difetto vero, ora eliminato. L'altra riga del riferimento non era invece un difetto (H1975 e' una linea NSCLC, tempo appaiato)."
cgroup_L5_601ede7b,GSE223372,A,"Il riferimento aveva due modelli PDX, ciascuno col proprio veicolo (LX1042 e LX831b); ora resta il solo LX1042 perche' 'grp_LX831b_osimertinib' cade per n_min con n_treated=1. Il vecchio copriva piu' materiale, senza difetti."
cgroup_L5_601ede7b,GSE249721,C,'HCC827_osimertinib_11days' vs 'HCC827_DMSO' contro 'HCC827 + osimertinib 11 days' vs 'HCC827 + DMSO': sola punteggiatura.
cgroup_L5_601ede7b,GSE253742,A,"Verificato sui campioni: il riferimento aveva UN braccio intero ('Osimertinib-treated lung adenocarcinoma', GSM8027259-62) contro i 4 controlli; ora quegli stessi 4 campioni sono spezzati in due righe da 2 con due etichette diverse ('lung adenocarcinoma Osimertinib' e 'lung Osimertinib') sugli stessi controlli. Il nuovo frammenta un braccio integro e fabbrica una distinzione di materiale che i campioni smentiscono."
cgroup_L5_601ede7b,GSE255958,A,"Il riferimento poolava il braccio pulito e completo di dose e tempo ('PC9 Osimertinib 2 uM 48h', GSM8083377-79, vs 'PC9 untreated 0.1% DMSO 48h'). Ora quel braccio e' disperso (il gruppo PC9_Osimertinib plain resta a n=1 e cade per n_min) e al suo posto entrano il braccio VT104 — difettoso — e il braccio 'persister'. Il nuovo sostituisce un contrasto pulito con uno contaminato."
cgroup_L5_601ede7b,GSE249138,A,"USCITO: nel riferimento 'Osimertinib-treated AML patient P1' vs 'Untreated AML patient P1', appaiato sullo STESSO paziente; nel run nuovo lo studio non compare ne' fra i poolati ne' fra gli scarti, cioe' non produce piu' alcun confronto candidato."
cgroup_L5_fea19ca0,GSE104348,B,"ENTRATO con 'IFNB, fetal' vs 'Mock, fetal', appaiato sul materiale fetale; nel riferimento non era poolato."
cgroup_L5_fea19ca0,GSE114284,C,"'BEAS-2B untreated (wild-type)' ora, 'BEAS-2B + untreated' prima: cambia solo l'annotazione del controllo, il contrasto e' identico."
