cluster_id,verdetto_lettore,verdetto_finale,contestato,gse_accusati,motivo
cgroup_L5_c040a36d,coerente,incoerente,True,GSE117313;GSE124453;GSE126964;GSE252600,"Il revisore ha verificato correttamente che il riuso del controllo per grado in GSE126964 e' normale disegno per-stadio, ma non ha controllato il materiale studio per studio. GSE117313 etichetta ESPLICITAMENTE entrambi i bracci come 'Cultures' ('Renal Cell Carcinoma Cultures (Donor 80)' vs 'Healthy Kidney Cortex Tubule Cultures (Donor 62)'), cioe' colture/organoidi da donatore, mentre GSE124453 e GSE252600 usano esplicitamente la parola 'Tissue' ('Adjacent Normal Tissue', 'Normal kidney tissue') e GSE126964 usa la nomenclatura di stadiazione patologica (T1a/T1b/T3a) tipica di biopsie tissutali dirette. Coltura/organoide contro biopsia di tessuto intero e' mismatch di materiale, meccanismo 6: il tessuto intero cattura il microambiente tumorale (stroma, infiltrato immunitario, vascolarizzazione) che una coltura derivata puo' non riprodurre. Per numero di campioni GSE117313 e' relativamente piccolo (7 campioni, 2 confronti) contro i 46 di GSE126964, quindi probabilmente non e' lo studio piu' pesante (39% dichiarato) e l'impatto sul risultato pooled resta contenuto — ma il gruppo non e' comunque uniforme sul contrasto materiale. Questo pattern (tessuto di paziente vs modello coltivato nei gruppi renali) e' gia' stato documentato altrove nel progetto (nota interna: 'renale 31%' fra i casi paziente-vs-modello), il che rende la lettura plausibile anche se non posso confermare che sia lo stesso identico cluster."
cgroup_L5_d2c64672,incoerente,incoerente,False,GSE155452;GSE223758,"Confermato. GSE223758 include un braccio esplicito 'Prostate cancer PDX + Romidepsin' vs 'Prostate cancer PDX + vehicle' — xenotrapianto derivato da paziente IN VIVO (PDX, cresciuto in topo) — incompatibile con tutte le linee cellulari IN VITRO del resto del gruppo (BT67, CTCL, PBMC, 22Rv1, LNCaP C4-2B, NCI-H660, incluso il resto dello stesso GSE223758). Materiale incompatibile, meccanismo 6. La nota del revisore sul controllo vago di GSE155452 ('disease model') e' corretta ma minore, non decisiva da sola."
cgroup_L5_d5e39a5d,coerente,coerente,False,,"Confermato. Disegno caso-controllo di malattia uniforme in tutti e 4 gli studi: sarcopenia vs sano/anziano sano, eta' comparabile dove indicata (89 vs 86, 65 vs 65, 55/63 vs Healthy Aged). Nessuna etichetta suggerisce materiale diverso (nessuna parola tipo 'cultures'/'cell line'/'organoid'), tutte compatibili con biopsie muscolari standard per questo disegno. Zero geni significativi e I2=0 sono un problema di potenza/effetto, non di coerenza del contrasto, come gia' notato dal revisore."
cgroup_L5_dcce160a,coerente,coerente,False,,"Verificato etichetta per etichetta: AML UCSD-AML1, cardiomiociti MSN01 (x2 studi), HCT116 sono tutte cellule in COLTURA (nessuna e' tessuto/plasma/organoide), tutte daunorubicin-vs-veicolo/non-trattato, stesso verso. La diversita' e' di tipo cellulare, non di categoria di materiale (mechanismo 6 richiede tessuto/plasma/organoide mescolati a linea cellulare, qui non c'e'). Nessun secondo agente, nessun controllo spurio, pesi bilanciati (Kish 2.9/4, nessuno studio sopra il 42%). Il verdetto regge."
cgroup_L5_eba39954,coerente,coerente,False,GSE213001;GSE79544,"Tutti i confronti sono fumatore-vs-non-fumatore su soggetti umani; in GSE79544 la malattia (IPF vs sano) e' tenuta costante in ciascun confronto, disegno caso-controllo corretto. Ho cercato un materiale incompatibile: nessuna etichetta dichiara esplicitamente un tessuto in conflitto con un altro (GSE213001 'Donor ALF012/ALF030' non specifica materiale, e' speculazione ipotizzare fibroblasti polmonari coltivati contro esposizione diretta in vivo senza prova testuale). 'Smokers' non e' una classe-ombrello (non raccoglie esposizioni eterogenee, e' un'esposizione specifica). Non trovo prova sufficiente per ribaltare."
cgroup_L5_f51ff620,incoerente,incoerente,False,GSE109313,"Motivo confermato sui dati: GSE109313 contribuisce letteralmente sia 'Asthmatic Nasal Epithelium vs Normal Nasal Epithelium' (n=8v3) sia 'Asthmatic Peripheral Blood vs Normal Peripheral Blood' (n=9v7) nello stesso gruppo. E' un caso da manuale di mechanismo 6 (epitelio delle vie aeree vs sangue periferico), scritto nero su bianco nelle etichette, non un'illazione. Il revisore ha anche onestamente segnalato che non puo' escludere ulteriore eterogeneita' negli altri 3 studi senza materiale dichiarato, senza sovra-accusarli. Verdetto e motivo entrambi solidi."
cgroup_L5_fd0c6a79,coerente,coerente,False,,"Scansione riga per riga: pannello di linee tumorali consolidate (AsPC-1, EFO-21, HCC1143, HF2597, HSTS, LNCaP, NCI-H1793, PANC-1, U87-MG) + cardiomiociti + Wild-Type/Axl-KO ciascuno col proprio 'Naive' della stessa linea genetica. Il mix DMSO/vehicle/untreated come controllo e' lo stesso pattern gia' accettato altrove nel corpus (bucket 'vehicle_untreated'). Nessuna etichetta indica tessuto di paziente, plasma o organoide: tutto e' materiale coltivato. Nessun secondo agente in combinazione. Verdetto regge."
cgroup_L5_00fd9348,coerente,coerente,False,,"ONS-76, DU145, FT237, FT246 sono tutte linee cellulari in coltura, ciascuna col proprio controllo appaiato per linea e tempo (FT237 4h/4h, FT246 24h/24h correttamente appaiati per tempo). Nessuna etichetta rivela tessuto/organoide/plasma. Nessun mismatch trovato."
cgroup_L5_034592d9,coerente,coerente,False,GSE173902,"NHEK e keratinociti sono esplicitamente dichiarati in 2/3 studi; GSE173902 non specifica il materiale ma non c'e' prova testuale di un materiale diverso (nessuna etichetta contraddittoria da citare). Stesso agente, stesso verso, controllo sempre 'untreated'. Non ho trovato l'evidenza concreta necessaria per ribaltare — solo un'assenza di dettaglio, che non basta da sola come accusa."
cgroup_L5_03d0ca7b,dubbio,dubbio,False,GSE112202;GSE115542,"Confermo il dubbio: GSE115542 usa la parola 'tissue' due volte di fila ('Medulloblastoma brain tissue treated with digoxin' / 'Untreated medulloblastoma brain tissue'), un segnale testuale reale di materiale ex vivo. Ma le etichette di GSE112202 ('Follicular thyroid cancer - oncocytic variant + Digoxin' ecc.) non dicono mai 'cell line': descrivono sottotipi istologici con stato mutazionale (TERT mutant), compatibile sia con linee cellulari derivate da paziente sia con tessuto/organoide primario stesso. Non c'e' abbastanza testo per stabilire con certezza se i due materiali sono davvero incompatibili o in realta' simili (entrambi ex vivo). Il revisore ha gia' pesato correttamente l'incertezza senza inventare un'accusa ne' un'assoluzione: 'dubbio' resta il verdetto piu' onesto."
cgroup_L5_05322ba1,coerente,coerente,False,,"Pannello di linee epatiche (Hep3B, HepG2 a piu' dosi, Huh6, Huh7, PLC) + due linee ingegnerizzate (mtRunx1, transgene_stable), ciascuna col proprio controllo appaiato. mtRunx1 potrebbe suggerire un contesto di lignaggio diverso (leucemia) rispetto alle linee epatiche, ma questo e' diversita' di lignaggio tissutale fra linee cellulari, non un mix di CATEGORIE di materiale (tessuto/plasma/organoide) — pattern gia' accettato nel corpus per pannelli farmaco-su-linee (vedi daunorubicin, regorafenib, propranolol in questo stesso blocco). Nessuna etichetta dichiara tessuto/organoide/plasma. Non contesto."
cgroup_L5_1e8a735e,coerente,coerente,False,,HEK293T + due studi con dose-response (0.3/0.6 uM) tutti thapsigargin-vs-DMSO/vehicle. Nessuna etichetta indica materiale diverso da coltura cellulare. Nessun mismatch trovato.
cgroup_L5_2248a891,coerente,incoerente,True,GSE202436;GSE231591,"Il revisore ha verificato solo l'APPAIAMENTO interno (tempo/lato in GSE202436, genotipo in GSE231591) ma non ha confrontato la CATEGORIA DI MATERIALE fra gli studi. GSE231591 dichiara esplicitamente 'PKHD1 mutant kidney organoids' (organoide renale) mentre GSE202436 dichiara 'Left Lung'/'Right Lung' a piu' timepoint (tessuto polmonare, verosimilmente fette/espianto ex vivo, non linea cellulare ne' organoide). E' un caso diretto di mechanismo 6 (tessuto contro organoide), aggravato dal fatto che sono anche due ORGANI diversi (polmone vs rene): la risposta trascrizionale a forskolin non e' lo stesso contrasto in un tessuto polmonare intero e in un organoide renale 3D. GSE202436 domina il peso (8 righe su 11, verosimilmente il 'piu pesante 85%'), ma anche uno studio intruso minoritario basta per marcare il gruppo incoerente. Studio intruso: GSE231591 (organoide renale, materiale/organo incompatibile con GSE202436 tessuto polmonare)."
cgroup_L5_24ae0579,coerente,coerente,False,GSE216137;GSE217421;GSE217423,"Verificati tutti e 12 i confronti: epirubicin vs DMSO/vehicle in tutti, stesso verso. GSE216137 e' un dose-response (1-100nM) contro lo stesso pool di controllo, non un difetto. GSE217421/GSE217423 sono cardiomiociti epirubicin vs DMSO; le linee MSN01/MSN05 nel trattato non hanno un controllo esplicitamente diverso nell'etichetta (il controllo resta genericamente 'DMSO-treated cardiac myocytes'), quindi non c'e' prova testuale di donatore/linea mismatch. Nessuna combo, nessuna entita'-ombrello. Verdetto confermato."
cgroup_L5_28bee975,coerente,coerente,False,,"Tutti e 6 i confronti hanno controllo DMSO appaiato esattamente per linea (BRD4-NUTM1_DMSO<->BRD4-NUTM1_ABBV075_6h/96h, PER403_DMSO<->PER403_ABBV075_6h/96h, HepG2+DMSO<->HepG2+ABBV-075, NCI-H1299 DMSO<->NCI-H1299 ABBV-075). Nessun secondo agente, nessuna direzione opposta. Verdetto confermato."
cgroup_L5_2d53def6,incoerente,incoerente,False,GSE120904,"Confermato verbatim: in GSE120904 le 3 etichette 'IL21 and CP' / 'IL21 and CP (alternative)' / 'IL21 and CP (alternative 2)' contro 'vehicle only' portano un secondo agente (CP) assente nel controllo — mecc.7 valido. Correzione minore non dirimente: GSE120904 ha 9 confronti nel file (contati riga per riga), non 11 come scritto nel motivo del revisore ('tre confronti su undici'); il rapporto reale e' 3 su 9 nello studio (3 su 32 nel gruppo intero). Non cambia il verdetto ne' la validita' dell'accusa, che regge sulle etichette esatte citate."
cgroup_L5_344e058f,incoerente,incoerente,False,GSE213245,"Contate a mano le 10 righe di GSE213245: esattamente 3 hanno trattato 'BMP4 day 90-120' contro controllo 'Control day 61-91' (finestre temporali disallineate, mecc.9 nel disegno di trattamento). Le altre 7 di GSE213245 sono correttamente appaiate (day 61-91 vs day 61-91), cosi' come HPASMC e GBM2. Conteggio e motivo del revisore esatti. Verdetto confermato."
cgroup_L5_356eedd3,coerente,coerente,False,,"Tutti e 4 i confronti sono TSA vs Control/DMSO nello stesso materiale per studio (fibroblasti dermici, isolotti pancreatici ex vivo, LNCaP). Nessuna combo, nessun controllo improprio, nessuna entita'-classe. Verdetto confermato."
cgroup_L5_3668c2c2,incoerente,incoerente,False,GSE227737;GSE92852;GSE97744,"Confermato verbatim: GSE92852 ha trattato 'IL-10-APC + IL-10 (Donor BC2)' contro controllo 'moDC (Undifferentiated, Donor BC2)' — mismatch di stato di differenziazione fra i due bracci, mecc.6 (materiali incompatibili). GSE227737 (IL-10 vs M0 macrophages) e GSE97744 (Circulating macrophage +IL-10 vs untreated) sono puliti e materiale appaiato. Verdetto confermato."
cgroup_L5_387b0d1a,coerente,coerente,False,,"Disegno caso-controllo di malattia (T1D vs sano): soggetti diversi sono obbligatori per questo disegno, non un difetto. Nessuna etichetta rivela materiale incompatibile o entita' diversa fra i 3 confronti. Verdetto confermato."
cgroup_L5_3a58e5f5,coerente,coerente,False,,"Tutti e 4 i confronti sono PGE2 vs controllo-veicolo comparabile (Control/Vehicle control 2/DMSO). Materiale coerente: HSPC e CD34+ mobilizzate da sangue periferico sono entrambe popolazioni ematopoietiche progenitrici, nessuna contraddizione esplicita nelle etichette. Verdetto confermato."
cgroup_L5_3be7454c,incoerente,incoerente,False,GSE126517;GSE202350;GSE206784,"Citazione verificata parola per parola: GSE126517 trattato = 'T47D breast cancer cells treated with R5020 for 6 hours and IFN-alpha for 18 hours' contro 'T47D breast cancer cells treated with EtOH for 6 hours and water for 18 hours' — e' la combinazione R5020+IFN-alfa contro doppio veicolo, non IFN-alfa da solo (mecc.7). GSE202350 (IFNa vs DMSO) e GSE206784 (IFN alpha vs no treatment) sono IFN-alfa puro. Verdetto confermato."
cgroup_L5_3de56a79,coerente,coerente,False,GSE234760,"Disegno caso-controllo di malattia (PDAC vs sano) su 3 studi, soggetti diversi obbligatori per il disegno. Solo GSE234760 specifica esplicitamente il materiale ('tissue' vs 'normal adjacent tissue'); gli altri due non specificano ma nessuna etichetta li contraddice. Nessuna prova testuale di incompatibilita'. Verdetto confermato."
cgroup_L5_3fa847fe,coerente,coerente,False,GSE163552;GSE185064;GSE89408,"Verificate le 3 etichette una per una: tutte OA-paziente vs sano (GSE163552 'OA patients'/'Healthy controls'; GSE185064 'OA'/'Healthy'; GSE89408 'Osteoarthritis (F)'/'Healthy control (13M)'), stesso disegno caso-controllo di malattia, stessa entita', stesso verso. Nota: GSE89408 riporta '(F)'/'(13M)' che potrebbe indicare uno sbilanciamento di sesso fra bracci, ma non e' uno dei meccanismi codificati in questo corpus e nessuna etichetta specifica il tessuto in modo da poter dire che i materiali divergono. Non sufficiente per ribaltare."
cgroup_L5_455fe91d,coerente,incoerente,True,GSE113753;GSE148919;GSE240928,"Il revisore ha guardato solo l'appaiamento braccio-per-braccio (linea trattata vs propria linea controllo) e non l'identita' del materiale sottostante. Le etichette mostrano TRE contesti biologici scollegati: DAOY (linea di medulloblastoma, GSE113753) e HSC4 (linea di carcinoma squamoso orale, GSE148919) sono linee tumorali immortalizzate usate per studiare Notch/proliferazione; GSE240928 invece e' materiale derivato da paziente/sano ('Healthy Control DAPT Treated' vs 'Healthy Control Untreated'; 'Patient 1 MVID DAPT Treated' vs 'Patient 1 MVID Untreated Repeat') relativo a Microvillus Inclusion Disease su tessuto/organoidi intestinali. DAPT qui e' un REAGENTE (inibitore gamma-secretasi/Notch) usato per scopi sperimentali del tutto diversi in ciascun sistema (mecc.3), non l'oggetto di un'unica domanda biologica; GSE240928 introduce anche un confronto clinico paziente-vs-sano dentro un gruppo altrimenti sperimentale (mecc.1) su materiale intestinale incompatibile con le linee tumorali cerebrale/orale (mecc.6). GSE240928 e' minoritario in peso (il piu' pesante e' GSE113753 al 59%) ma resta un'intrusione reale di materiale/scopo, non un errore di lettura del revisore precedente."
cgroup_L5_469db990,coerente,coerente,False,GSE125342;GSE148985;GSE193660,"Solo GSE148985 dichiara esplicitamente 'Human keratinocytes'; GSE125342 ('NaHS' vs 'Control') e GSE193660 ('NaHS-treated' vs 'Control (vehicle)') non specificano il tipo cellulare — quindi il motivo del revisore che li dice tutti 'cheratinociti' e' un'estrapolazione non provata dall'etichetta. Ma non c'e' nemmeno evidenza POSITIVA che i materiali siano diversi: nessuna etichetta tradisce un secondo agente, un tessuto diverso o un controllo invalido. Entita', verso e tipo di controllo restano coerenti in tutti e 4 i confronti. Senza una prova sull'etichetta non si ribalta per sospetto."
cgroup_L5_4d535f25,coerente,coerente,False,,"AMO1, XG1, MM1S sono tutte linee di mieloma multiplo (materiale omogeneo); ogni braccio trattato con YKL-5-124 e' appaiato al proprio DMSO nella stessa linea/dose/tempo. Nessuna etichetta indica un secondo agente, un controllo invalido o un contesto tissutale diverso. Verdetto confermato."
cgroup_L5_516200d1,coerente,coerente,False,GSE121137;GSE242759;GSE244930,"GSE244930 specifica le linee (NCI-H1299, PC9, entrambe NSCLC) appaiate al proprio Vehicle Control; GSE121137 e GSE242759 non specificano il tipo cellulare ma usano comunque Vitamina C/acido ascorbico contro un controllo non trattato o veicolo, senza etichette che tradiscano un secondo agente o un materiale diverso. Nessuna prova di incoerenza sulle etichette disponibili."
cgroup_L5_522e9ebd,coerente,coerente,False,GSE112155,"Tutti i 5 confronti (3 studi) sono cheratocono-vs-controllo-sano, disegno caso-controllo di malattia (soggetti diversi sono obbligatori per definizione, non un difetto). Le sotto-stratificazioni di GSE112155 per sesso/miopia restano sempre 'Keratoconus' vs una popolazione di controllo sana; nessuna etichetta introduce un materiale o un contrasto diverso. Verdetto confermato."
cgroup_L5_523e64b9,coerente,incoerente,True,GSE161283;GSE184427;GSE186341,"Il revisore ha verificato solo l'appaiamento braccio-per-braccio e ha liquidato la varieta' di modelli come irrilevante. Ma GSE184427 usa xenotrapianti derivati DIRETTAMENTE da paziente (LuCaP 147/73/78/81, PDX di carcinoma prostatico) — tessuto tumorale impiantato in vivo, mai adattato a coltura 2D — mentre GSE161283 e GSE186341 sono tutti saggi su linee cellulari immortalizzate in vitro (nessuna delle linee elencate in GSE186341, es. AsPC-1/EFO-21/LNCaP/PANC-1/U87_MG, coincide con i modelli LuCaP: sono materiali non sovrapposti). Anche se ogni braccio LuCaP e' appaiato al proprio PBS, il PDX e' per definizione un sistema diverso (architettura/stroma dell'ospite) da una monocoltura in vitro — mecc.6 materiali incompatibili, stesso principio gia' confermato per Calu-3 nel gruppo Adenocarcinoma (545a48c6) di questo blocco. Peso modesto (i 4 confronti LuCaP sono minoranza rispetto al pannello dominante GSE186341, 82% del peso) ma l'intrusione di materiale e' reale."
cgroup_L5_545a48c6,incoerente,incoerente,False,GSE145896;GSE197346;GSE236939,"Confermato sulle etichette citate: GSE145896 ('Lung Adenocarcinoma' vs 'Normal Lung Tissue') e GSE197346 ('lung adenocarcinoma (case)' vs 'adjacent normal (control)') sono entrambi tessuto di paziente; GSE236939 usa invece la linea Calu-3 (essa stessa una linea di adenocarcinoma polmonare) etichettata 'Calu-3 lung adenocarcinoma' vs 'Calu-3 normal' — quest'ultimo non e' tessuto normale ma la stessa linea tumorale in un'altra condizione, quindi non un controllo valido. Il motivo del revisore regge esattamente sulle etichette."
cgroup_L5_56d531e8,incoerente,incoerente,False,GSE164884;GSE172494;GSE90889,"Confermato riga per riga in GSE90889: 'hiPSC-RPE 2 AMD Nicotinamide' e 'hiPSC-RPE 3 AMD Nicotinamide' sono entrambi confrontati contro 'hiPSC-RPE 1 AMD Vehicle' (il veicolo della linea 1, non il proprio), mentre RPE1, RPE4, Control Cornea e Control RPE sono correttamente appaiate alla propria linea; le 4 righe di GSE164884 (Day7/Day4) e GSE172494 (MDA-MB-231/468) sono ben appaiate. Il motivo del revisore e l'indicazione del meccanismo 9 reggono esattamente sulle etichette citate."
cgroup_L5_5929f298,coerente,coerente,False,GSE240369;GSE240370,"Stesso dubbio sollevato per MK-2206 verificato qui e SMENTITO: GSE240370 ('22Rv1 xenograft, luciferase reporter, SNX631' vs '...no treatment') e' un CDX della STESSA linea 22Rv1 usata anche in vitro in GSE240369 (stesso fondo genetico, solo con reporter luciferasi aggiunto e diversa condizione di crescita), non un PDX di origine paziente indipendente come nel caso MK-2206. Il materiale non e' disgiunto dal resto del gruppo: e' la stessa linea cellulare, appaiata al proprio controllo in vivo. Nessun secondo agente, nessuna direzione opposta, nessun controllo invalido nelle etichette. Verdetto confermato."
cgroup_L5_5b9a08fb,incoerente,incoerente,False,GSE163377;GSE199800;GSE225731,"Confermato sulle etichette: GSE225731 'RA MTX' (n=51) vs 'RA untreated' (n=15), peso dominante 64%, e' terapia clinica con methotrexate in pazienti con artrite reumatoide (contesto immunomodulatorio in vivo, dose basso-settimanale). GSE163377 ('MTX 1uM 10h' vs 'Untreated 10h') e GSE199800 (DU145/LNCaP, linee di cancro prostatico) sono esposizione citotossica diretta in vitro. Materiale e meccanismo biologico atteso sono incompatibili: paziente autoimmune contro linea tumorale trattata come chemioterapico. Il motivo del revisore regge."
cgroup_L5_5d97d5b1,incoerente,incoerente,False,GSE154339;GSE179987;GSE229026,"Confermato: GSE154339 tratta con DCVC (tossicante), e 'SV40 T antigen' e' solo il marcatore della linea cellulare immortalizzata, non il trattamento (l'entita' 'antigen' e' letteralmente sbagliata per questo studio, non solo ombrella). GSE179987 ('HHC treated/control') e' un contrasto non identificabile dall'etichetta. GSE229026 e' l'unico dei tre a misurare davvero stimolazione antigenica (CD8+ T cells / M28z). Tre fenomeni diversi tenuti insieme dalla sola parola 'antigen'. Motivo del revisore verificato."
cgroup_L5_6b7b8076,coerente,coerente,False,GSE153659,"Verificato etichetta per etichetta: tutti gli 8 confronti sono 'Papillary Thyroid Carcinoma/Cancer Tissue' contro 'Normal/Adjacent Normal Thyroid Tissue', stesso materiale (tessuto), stessa entita' specifica (non ombrella: 'papillary' e' un sottotipo preciso). I 7 bracci di GSE153659 riusano lo stesso pool di controllo 'Normal Thyroid Tissue (Age 40)' per fasce d'eta' diverse del caso: e' un disegno caso-controllo con controllo condiviso (limite gia' noto e accettato nel progetto per correlazione da controllo condiviso), non un secondo contrasto. Nessun segnale di materiale diverso, entita'-ombrello o controllo invalido trovato. Verdetto coerente confermato."
cgroup_L5_6ee86f02,incoerente,incoerente,False,GSE181364;GSE205812;GSE212613,"Confermato: GSE181364 e GSE205812 sono confronti diretti paziente-vs-sano (materiale non specificato ma trattamento chiaro). GSE212613 e' esplicitamente 'Adipogenic Differentiation Day 10' su cellule di pazienti e donatori sani sottoposte a un protocollo di differenziazione in vitro — un modello sperimentale, non il confronto diretto malattia-vs-sano. Coerente con il pattern gia' documentato nel progetto per questa esatta malattia (spondilite anchilosante citata esplicitamente come caso di 'paziente contro modello in vitro'). Motivo del revisore regge."
cgroup_L5_729b276d,incoerente,incoerente,False,GSE154377;GSE154414;GSE228990,"Confermato: sangue cordonale (GSE154377), tessuto placentare (GSE154414) e cellule progenitrici endoteliali isolate (GSE228990) sono tre compartimenti biologici distinti, nessuno sovrapponibile. L'I2 mediano basso (0.0) non e' un argomento a favore della coerenza: la consegna esplicita dice di giudicare se il contrasto ha senso, non quanto le stime siano statisticamente vicine. Il mismatch di materiale e' reale e verificabile sulle etichette."
cgroup_L5_79b3a442,dubbio,dubbio,False,GSE188938;GSE221511;GSE84538,"Confermato il dubbio: 'growth condition (CTEPH)' vs 'growth condition (normal)' (GSE221511) e' una dicitura ambigua che puo' indicare tanto materiale di paziente processato in condizioni standard quanto un modello di coltura in vitro (es. cellule endoteliali derivate da paziente e coltivate). GSE188938 e GSE84538 sembrano confronti piu' diretti (pazienti/tessuto arterioso), ma senza il testo sorgente di GSE221511 non si puo' escludere ne' confermare l'incoerenza. Un dubbio dichiarato e' qui la scelta piu' onesta, non un compromesso pigro."
cgroup_L5_81b706c4,incoerente,incoerente,False,,"Verificato riga per riga: il braccio 'Ishikawa-S33Y Paclitaxel/SM08502' (n=2) vs 'Ishikawa-S33Y Vehicle Control' (n=1) ha davvero un secondo farmaco (SM08502) nel trattato assente dal controllo — misura l'effetto combinato, non paclitaxel isolato. E' un solo braccio intruso su ~11 confronti puliti (paclitaxel vs DMSO/vehicle/saline su HS578T, altre linee endometriali, PDX), ma la regola del progetto e' esplicita: un solo confronto intruso rende il gruppo incoerente, purche' sia indicato. Il revisore lo ha fatto correttamente."
cgroup_L5_8341bee7,incoerente,incoerente,False,GSE149640;GSE220806;GSE99626,"Verificato: GSE99626 ha 'T47D cells treated with E2 and Progesterone' come trattato contro 'T47D cells treated with Vehicle' come controllo — l'estradiolo (E2) e' aggiunto solo al trattato, non isola l'effetto del progesterone. Gli altri tre confronti (GSE149640 con etanolo presente in ENTRAMBI i bracci come veicolo, quindi non un problema; GSE220806 x2) sono puliti. Motivo del revisore confermato sull'etichetta esatta."
cgroup_L5_83b1f88c,incoerente,incoerente,False,GSE186341;GSE188958;GSE249573,"Confermato con verifica incrociata rafforzata: il braccio 'HSTS_Neratinib_0.225_uM_24h' (trattato) e' appaiato a 'HF2597_UNTREATED' (controllo) — due modelli/linee diversi. La prova che e' un vero errore di appaiamento (non solo apparenza) e' che ENTRAMBE le linee hanno altrove nello stesso GSE186341 il proprio confronto correttamente appaiato: 'HF2597_Neratinib_0.225_uM_24h vs HF2597_DMSO_24h' e 'HSTS Neratinib vs HSTS DMSO'. Piccola correzione non decisiva: i bracci puliti nel gruppo sono ~24 su 25 (16 in GSE186341 -1 + 3 in GSE188958 + 6 in GSE249573), non 'ventitre' come scritto dal revisore — non cambia il verdetto."
cgroup_L5_840b7e36,coerente,coerente,False,GSE264373,"Verificato attivamente cercando incoerenza e non trovata: tutti e 5 i confronti misurano stimolazione anti-CD3/CD28 vs non-stimolato/veicolo su cellule T/PBMC (AMTH17, PBMC, WT/S325E/S325A in GSE264373). Le varianti genotipiche S325E (fosfomimetico) e S325A (fosfo-morto) in GSE264373 sono stratificazioni dello stesso contrasto di base (stimolazione vs non-stimolazione), non un secondo contrasto — analogo alle serie multi-linea cellulare accettate altrove nel corpus quando ogni braccio e' appaiato al proprio controllo, come qui (S325E vs S325E, S325A vs S325A). L'I2 alto (91.6) riflette eterogeneita' biologica tra genotipi/materiali, non un contrasto diverso, coerentemente col criterio esplicito 'non conta l'eterogeneita', conta se sommare ha senso'. Verdetto coerente confermato."
cgroup_L5_855ca642,incoerente,incoerente,False,GSE235768;GSE58910;GSE59233,"CONFERMATO. Verificato etichetta per etichetta: dei 7 confronti poolati, i primi 2 di GSE235768 sono puliti (H2O2 vs vehicle (hydrogen peroxide), stesso tipo cellulare), GSE58910 e i 3 di GSE59233 sono puliti (H2O2 vs il proprio 'none'/'Control'/'SLE' baseline). Il terzo confronto di GSE235768 ('Normal Lung fibroblasts + H2O2' vs 'vehicle (bortezomib)') e' effettivamente appaiato al veicolo di un farmaco diverso (bortezomib) presente nello stesso studio, non al gemello corretto 'vehicle (hydrogen peroxide)' usato una riga sopra per lo stesso tipo cellulare. E' un controllo non valido per H2O2 (mecc. 5), un solo studio intruso su tre poolati, motivo del revisore accurato al 100% sul conteggio (6/7 puliti)."
cgroup_L5_862cd9b9,coerente,coerente,False,GSE228090;GSE237177;GSE252002,"CONFERMATO dopo ricerca attiva di un difetto. Tutti e 7 i confronti sono SCH772984 vs DMSO, controllo appaiato correttamente in ogni braccio (PDX4/UM004 in GSE228090, CFPAC1/MIA PaCa-2 in GSE237177, ASPC1/PANC1 in GSE252002), tutti modelli di adenocarcinoma pancreatico. Ho controllato la possibile eccezione: GSE237177 dichiara 'SCH772984 1uM x8weeks' (esposizione cronica) mentre gli altri non dichiarano durata — potenziale confondimento (stato adattato/resistente vs risposta acuta), ma nessuna etichetta dichiara esplicitamente 'resistant' o 'chronic model', e il controllo DMSO di quello stesso studio e' presumibilmente appaiato alla stessa durata: non e' un'evidenza sufficiente per invalidare, resta un dubbio minore non decisivo."
cgroup_L5_8eca612e,coerente,coerente,False,GSE146096;GSE217421;GSE252002,"CONFERMATO dopo ricerca attiva. Le tre fonti hanno materiale diverso (GSE146096 tipo cellulare non specificato con pool di controllo condiviso n=102, GSE217421 cardiomiociti MSN01, GSE252002 ASPC1/PANC1 pancreatiche) — ho considerato se questo fosse mecc. 6 (materiali incompatibili), ma il mecc. 6 come definito nel corpus riguarda tessuto di paziente CONTRO linea cellulare/plasma/organoide, non linee cellulari diverse fra loro provenienti da organi diversi (stesso pattern gia' tollerato per isoprenalina in questo blocco, fegato+adipe+cuore, giudicata coerente). Entita', verso e controllo (DMSO/Vehicle Control) sono appaiati correttamente in ogni braccio. Non ho trovato nell'etichetta alcuna base per affermare che si tratti di scopi sperimentali diversi (tossicita' vs efficacia): sarebbe un'illazione non scritta nei dati."
cgroup_L5_90db4e34,coerente,coerente,False,GSE124704;GSE184427;GSE231324,"CONFERMATO. Ogni confronto e' Testosterone vs Control/PBS appaiato per modello LuCaP e timepoint (D5/EOS) in GSE124704, per linea LuCaP in GSE184427, per sesso in GSE231324. Nota minore trovata cercando attivamente un difetto: in GSE184427 'LuCaP 81 + Testosterone' e 'LuCaP 81 + Testosterone (Intact)' condividono lo stesso 'LuCaP 81 PBS Control' — possibile diversita' di stato ormonale del controllo (intatto vs castrato) ma l'etichetta del controllo non lo specifica, quindi non e' verificabile e non regge come base per ribaltare il verdetto."
